Genus_&_Specie,Time,Location,Zone,Current_Country,Habitat,Cranial_Capacity,Height,Incisor_Size,Jaw_Shape,Torus_Supraorbital,Prognathism,Foramen_Mágnum_Position,Canine Size,Canines_Shape,Tooth_Enamel,Tecno,Tecno_type,biped,Arms,Foots,Diet,Sexual_Dimorphism,Hip,Vertical_Front,Anatomy,Migrated,Skeleton
Australopithecus Bahrelghazali,3.5- 3 ,Africa,central,Republic of Chad,mixed,302.12,122.96,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
Homo Naledi,300-225,Africa,south,South Africa,jungle,294.16,139.72,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Homo Sapiens,300-3,Africa,oriental,Kenya,all,1252.63,175.45,very small,very modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Homo Georgicus,1.8,Asia ,euroAsia,Georgia,savannah,687.19,145.67,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
hominino Sahelanthropus tchadensis,7,Africa,central,Republic of Chad,mixed,178.92,87.83,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Australopithecus Afarensis,3.9 - 2.9 ,Africa,oriental,Kenya,mixed,355.43,124.87,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
hominino Sahelanthropus tchadensis,7,Africa,central,Republic of Chad,mixed,176.64,86.71,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Paranthropus Robustus,1.9-1 ,Africa,south,South Africa,jungle,440.39,126.95,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,952.38,170.5,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Ergaster,1.8-1.4 ,Africa,oriental,Kenya,savannah,838.76,160.77,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Naledi,300-225,Africa,south,South Africa,jungle,402.0,150.13,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Australopithecus Bahrelghazali,3.5- 3 ,Africa,central,Republic of Chad,mixed,310.24,119.94,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
Homo Ergaster,1.8-1.4 ,Africa,oriental,Kenya,savannah,846.28,155.95,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Rodhesiensis,600-125,Africa,oriental,Ethiopia,savannah,1143.04,150.39,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,995.72,163.65,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
hominino Ardipithecus ramidus / kabadda,4,Africa,oriental,Ethiopia,mixed,261.08,109.63,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light
Paranthropus Aethiopicus,2.6,Africa,oriental,Kenya,forest-savanna,443.68,122.61,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Paranthropus Aethiopicus,2.6,Africa,oriental,Kenya,forest-savanna,463.97,110.95,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,719.79,139.08,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Paranthropus Aethiopicus,2.6,Africa,oriental,Kenya,forest-savanna,415.91,112.09,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Georgicus,1.8,Asia ,euroAsia,Georgia,savannah,748.51,144.66,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Naledi,300-225,Africa,south,South Africa,jungle,413.73,134.84,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Homo Sapiens,300-3,Africa,oriental,Kenya,all,1265.94,174.47,very small,very modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Australopithecus Sediba,1.9,Africa,south,South Africa,mixed,464.67,115.9,small,U shape,very protruding,medium-high,anterior,small,conicalls,medium-thin,no,no,yes,climbing,walk,soft fruits,high,slim,no,old,no,light
Homo Heidelbergensis,500-250,Europa,central-europe,Germany,cold forest,1323.93,178.97,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Paranthropus Boisei,2.3-1.2 ,Africa,oriental,Ethiopia,forest,456.56,107.95,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Australopithecus Garhi,2.5,Africa,oriental,Ethiopia,mixed,315.0,124.73,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light
Paranthropus Robustus,1.9-1 ,Africa,south,South Africa,jungle,507.64,128.28,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Sapiens,300-3,Africa,oriental,Kenya,all,1164.75,169.49,very small,very modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
hominino Sahelanthropus tchadensis,7,Africa,central,Republic of Chad,mixed,158.35,86.13,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Paranthropus Aethiopicus,2.6,Africa,oriental,Kenya,forest-savanna,428.42,114.37,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Erectus,1.3-1.1 ,Asia ,easter-Asia,Indonesia,savannah,1112.44,158.66,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Floresiensis,100-50,Asia ,easter-Asia,Indonesia,peninsular,292.34,99.59,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
"Homo Neanderthalensis
",230-40,Europa,central-europe,Germany,cold forest,1092.24,166.33,big,very modern,little protruding,very reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Habilis,2.5-1.6 ,Africa,oriental,Ethiopia,savannah,718.02,128.42,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
Homo Georgicus,1.8,Asia ,euroAsia,Georgia,savannah,705.4,143.16,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Australopithecus Sediba,1.9,Africa,south,South Africa,mixed,451.99,110.45,small,U shape,very protruding,medium-high,anterior,small,conicalls,medium-thin,no,no,yes,climbing,walk,soft fruits,high,slim,no,old,no,light
Australopithecus Bahrelghazali,3.5- 3 ,Africa,central,Republic of Chad,mixed,366.5,116.4,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
Homo Floresiensis,100-50,Asia ,easter-Asia,Indonesia,peninsular,262.83,106.07,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Paranthropus Robustus,1.9-1 ,Africa,south,South Africa,jungle,454.23,124.56,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Rodhesiensis,600-125,Africa,oriental,Ethiopia,savannah,1042.48,142.8,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
Australopithecus Africanus,3.5-2.4 ,Africa,south,South Africa,forest-gallery,517.28,112.29,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,1073.59,172.15,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,954.41,169.41,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Habilis,2.5-1.6 ,Africa,oriental,Ethiopia,savannah,786.9,120.69,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
"Homo Neanderthalensis
",230-40,Europa,central-europe,Germany,cold forest,1095.26,150.96,big,very modern,little protruding,very reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Australopithecus Africanus,3.5-2.4 ,Africa,south,South Africa,forest-gallery,484.0,101.82,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Homo Rodhesiensis,600-125,Africa,oriental,Ethiopia,savannah,1049.1,149.17,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
Homo Heidelbergensis,500-250,Europa,central-europe,Germany,cold forest,1244.79,175.2,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,753.38,135.35,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Paranthropus Boisei,2.3-1.2 ,Africa,oriental,Ethiopia,forest,435.78,95.47,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,969.87,173.92,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,749.41,136.36,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
hominino Orrorin tugenencin,6,Africa,oriental,Kenya,forest,153.79,119.96,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Naledi,300-225,Africa,south,South Africa,jungle,318.11,139.47,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Paranthropus Aethiopicus,2.6,Africa,oriental,Kenya,forest-savanna,385.48,113.22,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
"Homo Neanderthalensis
",230-40,Europa,central-europe,Germany,cold forest,1097.35,157.84,big,very modern,little protruding,very reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Floresiensis,100-50,Asia ,easter-Asia,Indonesia,peninsular,341.42,106.43,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,632.82,130.2,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
hominino Ardipithecus ramidus / kabadda,4,Africa,oriental,Ethiopia,mixed,230.59,113.18,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light
Australopithecus Africanus,3.5-2.4 ,Africa,south,South Africa,forest-gallery,609.81,105.95,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Australopithecus Afarensis,3.9 - 2.9 ,Africa,oriental,Kenya,mixed,364.68,139.59,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Australopithecus Garhi,2.5,Africa,oriental,Ethiopia,mixed,413.86,116.37,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light
Homo Habilis,2.5-1.6 ,Africa,oriental,Ethiopia,savannah,738.9,130.36,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
Homo Heidelbergensis,500-250,Europa,central-europe,Germany,cold forest,1265.48,183.27,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Rodhesiensis,600-125,Africa,oriental,Ethiopia,savannah,1159.08,138.26,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
hominino Sahelanthropus tchadensis,7,Africa,central,Republic of Chad,mixed,92.5,83.04,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Paranthropus Boisei,2.3-1.2 ,Africa,oriental,Ethiopia,forest,490.17,112.74,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Paranthropus Aethiopicus,2.6,Africa,oriental,Kenya,forest-savanna,386.57,124.13,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,697.19,121.52,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Homo Erectus,1.3-1.1 ,Asia ,easter-Asia,Indonesia,savannah,992.55,163.49,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Australopithecus Anamensis,4.2- 3.9 ,Africa,oriental,Kenya,forest-gallery,327.61,118.26,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,739.08,120.07,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Homo Sapiens,300-3,Africa,oriental,Kenya,all,1195.0,167.74,very small,very modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Australopithecus Garhi,2.5,Africa,oriental,Ethiopia,mixed,368.38,122.34,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light
"Homo Neanderthalensis
",230-40,Europa,central-europe,Germany,cold forest,1081.65,153.44,big,very modern,little protruding,very reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,734.41,135.01,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Homo Floresiensis,100-50,Asia ,easter-Asia,Indonesia,peninsular,254.39,108.6,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Australopithecus Anamensis,4.2- 3.9 ,Africa,oriental,Kenya,forest-gallery,393.96,121.71,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light
"Homo Neanderthalensis
",230-40,Europa,central-europe,Germany,cold forest,1121.39,152.88,big,very modern,little protruding,very reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,732.25,122.79,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
hominino Sahelanthropus tchadensis,7,Africa,central,Republic of Chad,mixed,159.74,82.23,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Australopithecus Africanus,3.5-2.4 ,Africa,south,South Africa,forest-gallery,566.48,119.15,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Australopithecus Sediba,1.9,Africa,south,South Africa,mixed,335.99,105.94,small,U shape,very protruding,medium-high,anterior,small,conicalls,medium-thin,no,no,yes,climbing,walk,soft fruits,high,slim,no,old,no,light
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,1013.72,160.57,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Australopithecus Afarensis,3.9 - 2.9 ,Africa,oriental,Kenya,mixed,319.68,134.8,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
"Homo Neanderthalensis
",230-40,Europa,central-europe,Germany,cold forest,1074.3,150.98,big,very modern,little protruding,very reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Australopithecus Bahrelghazali,3.5- 3 ,Africa,central,Republic of Chad,mixed,363.87,107.54,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
Australopithecus Anamensis,4.2- 3.9 ,Africa,oriental,Kenya,forest-gallery,404.2,128.8,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light
Homo Georgicus,1.8,Asia ,euroAsia,Georgia,savannah,676.81,140.51,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Australopithecus Africanus,3.5-2.4 ,Africa,south,South Africa,forest-gallery,600.14,104.45,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Homo Ergaster,1.8-1.4 ,Africa,oriental,Kenya,savannah,789.03,163.81,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Paranthropus Robustus,1.9-1 ,Africa,south,South Africa,jungle,453.62,121.4,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Erectus,1.3-1.1 ,Asia ,easter-Asia,Indonesia,savannah,1061.47,164.72,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Naledi,300-225,Africa,south,South Africa,jungle,300.2,148.72,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Homo Georgicus,1.8,Asia ,euroAsia,Georgia,savannah,766.27,145.69,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Habilis,2.5-1.6 ,Africa,oriental,Ethiopia,savannah,685.3,123.92,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
hominino Ardipithecus ramidus / kabadda,4,Africa,oriental,Ethiopia,mixed,246.42,113.31,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light
hominino Orrorin tugenencin,6,Africa,oriental,Kenya,forest,201.3,110.79,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Sapiens,300-3,Africa,oriental,Kenya,all,1266.79,165.04,very small,very modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Paranthropus Robustus,1.9-1 ,Africa,south,South Africa,jungle,510.13,122.48,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Naledi,300-225,Africa,south,South Africa,jungle,335.03,153.33,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Homo Rudolfensis,2.8-1.9 ,Africa,oriental,Kenya,savannah,706.29,135.54,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Homo Ergaster,1.8-1.4 ,Africa,oriental,Kenya,savannah,885.9,169.69,very small,modern,very protruding,reduced,modern,small,incisiform,medium-thin,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Sapiens,300-3,Africa,oriental,Kenya,all,1172.54,164.39,very small,very modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,982.71,164.18,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
hominino Orrorin tugenencin,6,Africa,oriental,Kenya,forest,142.05,123.08,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Habilis,2.5-1.6 ,Africa,oriental,Ethiopia,savannah,727.36,127.34,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
Australopithecus Afarensis,3.9 - 2.9 ,Africa,oriental,Kenya,mixed,356.69,121.26,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,1030.22,169.06,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,988.29,171.37,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Australopithecus Garhi,2.5,Africa,oriental,Ethiopia,mixed,394.5,126.31,big,U shape,very protruding,medium-high,anterior,big,conicalls,thick,likely,primitive,yes,climbing,walk,omnivore,high,slim,no,old,no,light
Australopithecus Anamensis,4.2- 3.9 ,Africa,oriental,Kenya,forest-gallery,294.94,119.61,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,1040.64,162.65,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Paranthropus Aethiopicus,2.6,Africa,oriental,Kenya,forest-savanna,396.47,124.48,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Antecesor,1ma-800,Europa,west,Spain,savannah,1047.26,179.66,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Australopithecus Afarensis,3.9 - 2.9 ,Africa,oriental,Kenya,mixed,367.3,127.73,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Homo Habilis,2.5-1.6 ,Africa,oriental,Ethiopia,savannah,718.35,126.87,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
